Id,pcode,typhoon,Year,Totally,Partially,total
954,PH104216000,Bopha,2012,10,20,30
955,PH104301000,Bopha,2012,5,43,48
956,PH104303000,Bopha,2012,1,6,7
957,PH104304000,Bopha,2012,11,71,82
958,PH104305000,Bopha,2012,29,114,143
959,PH104306000,Bopha,2012,1,70,71
960,PH104307000,Bopha,2012,7,20,27
961,PH104308000,Bopha,2012,239,2168,2407
962,PH104309000,Bopha,2012,8,4,12
963,PH104312000,Bopha,2012,4,14,18
964,PH104314000,Bopha,2012,1,33,34
965,PH104315000,Bopha,2012,3,55,58
966,PH104316000,Bopha,2012,15,60,75
967,PH104317000,Bopha,2012,56,370,426
968,PH104318000,Bopha,2012,1,20,21
969,PH104321000,Bopha,2012,2,200,202
970,PH104322000,Bopha,2012,66,291,357
971,PH104323000,Bopha,2012,4,100,104
972,PH104324000,Bopha,2012,3,119,122
973,PH104325000,Bopha,2012,3,287,290
974,PH104326000,Bopha,2012,1,33,34
975,PH112301000,Bopha,2012,1,790,791
976,PH112303000,Bopha,2012,15,5,20
977,PH112305000,Bopha,2012,1,1069,1070
978,PH112314000,Bopha,2012,87,754,841
979,PH112324000,Bopha,2012,125,244,369
980,PH112501000,Bopha,2012,6900,1,6901
981,PH112503000,Bopha,2012,2980,1418,4398
982,PH112504000,Bopha,2012,2017,3591,5608
983,PH112505000,Bopha,2012,9729,271,10000
984,PH112508000,Bopha,2012,80,1500,1580
985,PH112509000,Bopha,2012,77,136,213
986,PH112511000,Bopha,2012,192,1354,1546
987,PH118201000,Bopha,2012,9059,9649,18708
988,PH118202000,Bopha,2012,5815,8711,14526
989,PH118203000,Bopha,2012,57,1527,1584
990,PH118204000,Bopha,2012,274,1589,1863
991,PH118205000,Bopha,2012,147,1000,1147
992,PH118206000,Bopha,2012,710,3299,4009
993,PH118207000,Bopha,2012,6777,13355,20132
994,PH118208000,Bopha,2012,5423,5495,10918
995,PH118209000,Bopha,2012,2633,6416,9049
996,PH118210000,Bopha,2012,7702,4824,12526
997,PH118211000,Bopha,2012,56,536,592
998,PH126317000,Bopha,2012,3,3,6
999,PH126318000,Bopha,2012,1,7,8
1000,PH153601000,Bopha,2012,7,2,9
1001,PH153603000,Bopha,2012,5,16,21
1002,PH153606000,Bopha,2012,15,31,46
1003,PH153610000,Bopha,2012,7,18,25
1004,PH153611000,Bopha,2012,1,2,3
1005,PH153615000,Bopha,2012,147,47,194
1006,PH153622000,Bopha,2012,3,14,17
1007,PH153623000,Bopha,2012,1,2,3
1008,PH153624000,Bopha,2012,5,25,30
1009,PH153626000,Bopha,2012,1,8,9
1010,PH153627000,Bopha,2012,4,13,17
1011,PH153631000,Bopha,2012,30,1,31
1012,PH153632000,Bopha,2012,1,9,10
1013,PH153633000,Bopha,2012,10,15,25
1014,PH153635000,Bopha,2012,16,142,158
1015,PH153639000,Bopha,2012,6,24,30
1016,PH160201000,Bopha,2012,1,43,44
1017,PH160202000,Bopha,2012,12,254,266
1018,PH160204000,Bopha,2012,21,127,148
1019,PH160206000,Bopha,2012,3,10,13
1020,PH160207000,Bopha,2012,2,58,60
1021,PH160211000,Bopha,2012,2,1,3
1022,PH160302000,Bopha,2012,1770,1643,3413
1023,PH160303000,Bopha,2012,3,9,12
1024,PH160304000,Bopha,2012,559,2395,2954
1025,PH160305000,Bopha,2012,5014,3269,8283
1026,PH160306000,Bopha,2012,6,631,637
1027,PH160307000,Bopha,2012,193,1796,1989
1028,PH160308000,Bopha,2012,4,208,212
1029,PH160309000,Bopha,2012,9,1,10
1030,PH160310000,Bopha,2012,1697,2411,4108
1031,PH160311000,Bopha,2012,248,173,421
1032,PH160312000,Bopha,2012,5606,2331,7937
1033,PH160313000,Bopha,2012,3245,4371,7616
1034,PH160313000,Bopha,2012,220,1,221
1035,PH160314000,Bopha,2012,1,53,54
1036,PH166702000,Bopha,2012,1,2,3
1037,PH166706000,Bopha,2012,1,33,34
1038,PH166707000,Bopha,2012,6,6,12
1039,PH166714000,Bopha,2012,1,1,2
1040,PH166716000,Bopha,2012,1,547,548
1041,PH166717000,Bopha,2012,10,21,31
1042,PH166720000,Bopha,2012,1,280,281
1043,PH166721000,Bopha,2012,1,51,52
1044,PH166724000,Bopha,2012,1,3,4
1045,PH166801000,Bopha,2012,42,29,71
1046,PH166802000,Bopha,2012,3,200,203
1047,PH166803000,Bopha,2012,575,9105,9680
1048,PH166804000,Bopha,2012,17,1,18
1049,PH166806000,Bopha,2012,1,1,2
1050,PH166808000,Bopha,2012,16,1164,1180
1051,PH166809000,Bopha,2012,223,2800,3023
1052,PH166810000,Bopha,2012,1,10,11
1053,PH166811000,Bopha,2012,25,21,46
1054,PH166812000,Bopha,2012,3652,3694,7346
1055,PH166814000,Bopha,2012,25,65,90
1056,PH166815000,Bopha,2012,5,56,61
1057,PH166817000,Bopha,2012,1350,616,1966
1058,PH166819000,Bopha,2012,3,15,18
1059,PH168502000,Bopha,2012,1,1,2
1060,PH168503000,Bopha,2012,1,5,6
1061,PH175303000,Bopha,2012,12,202,214
1062,PH175308000,Bopha,2012,12,188,200
1063,PH175311000,Bopha,2012,3,1,4
1064,PH175320000,Bopha,2012,848,34,882
1065,PH012904000,Trami,2013,2,0,2
1066,PH012928000,Trami,2013,1,0,1
1067,PH012927000,Trami,2013,0,0,0
1068,PH015533000,Trami,2013,4,0,4
1069,PH015546000,Trami,2013,0,0,0
1070,PH015527000,Trami,2013,1,0,1
1071,PH031416000,Trami,2013,0,0,0
1072,PH031414000,Trami,2013,1,0,1
1073,PH031410000,Trami,2013,0,0,0
1074,PH031420000,Trami,2013,3,0,3
1075,PH030812000,Trami,2013,6,0,6
1076,PH030802000,Trami,2013,0,0,0
1077,PH030806000,Trami,2013,3,0,3
1078,PH030808000,Trami,2013,0,0,0
1079,PH036903000,Trami,2013,1,0,1
1080,PH035406000,Trami,2013,23,0,23
1081,PH035416000,Trami,2013,3,0,3
1082,PH035401000,Trami,2013,153,0,153
1083,PH035411000,Trami,2013,2,0,2
1084,PH037104000,Trami,2013,0,0,0
1085,PH041008000,Trami,2013,1,0,1
1086,PH041019000,Trami,2013,4,0,4
1087,PH041007000,Trami,2013,0,0,0
1088,PH041013000,Trami,2013,0,0,0
1089,PH042108000,Trami,2013,179,0,179
1090,PH042122000,Trami,2013,5,0,5
1091,PH042104000,Trami,2013,3,0,3
1092,PH042120000,Trami,2013,91,0,91
1093,PH042109000,Trami,2013,124,0,124
1094,PH045808000,Trami,2013,6,0,6
1095,PH045801000,Trami,2013,12,0,12
1096,PH045805000,Trami,2013,0,0,0
1097,PH045802000,Trami,2013,16,0,16
1098,PH045809000,Trami,2013,0,0,0
1099,PH045807000,Trami,2013,0,0,0
1100,PH045810000,Trami,2013,7,0,7
1101,PH045645000,Trami,2013,1,0,1
1102,PH148101000,Usagi,2013,1,437,438
1103,PH012815000,Usagi,2013,1,250,251
1104,PH012805000,Usagi,2013,1,4,5
1105,PH020901000,Usagi,2013,151,0,151
1106,PH020902000,Usagi,2013,10,0,10
1107,PH020903000,Usagi,2013,5,0,5
1108,PH020904000,Usagi,2013,8,0,8
1109,PH021505000,Usagi,2013,25,0,25
1110,PH021509000,Usagi,2013,340,0,340
1111,PH175101000,Usagi,2013,14,0,14
1112,PH175107000,Usagi,2013,4,0,4
1113,PH052004000,Usagi,2013,16,0,16
1114,PH184502000,Usagi,2013,6,0,6
1115,PH063034000,Usagi,2013,1,0,1
1116,PH060613000,Usagi,2013,1,0,1
1117,PH060602000,Usagi,2013,2,0,2
1118,PH015527000,Nari,2013,1,29,30
1119,PH025001000,Nari,2013,0,1,1
1120,PH025015000,Nari,2013,3,72,75
1121,PH037701000,Nari,2013,12,57,69
1122,PH037705000,Nari,2013,8,196,204
1123,PH037706000,Nari,2013,8,189,197
1124,PH037707000,Nari,2013,11,163,174
1125,PH037707999,Nari,2013,103,466,569
1126,PH031421000,Nari,2013,858,1670,2528
1127,PH031416000,Nari,2013,0,13,13
1128,PH031422000,Nari,2013,0,2,2
1129,PH035405000,Nari,2013,3,438,441
1130,PH037112999,Nari,2013,4,1,5
1131,PH037110000,Nari,2013,40,290,330
1132,PH034921999,Nari,2013,10,1,11
1133,PH034922999,Nari,2013,36,664,700
1134,PH034912000,Nari,2013,2102,4634,6736
1135,PH034927000,Nari,2013,1027,3498,4525
1136,PH034924999,Nari,2013,961,2600,3561
1137,PH034921000,Nari,2013,132,1103,1235
1138,PH034904000,Nari,2013,15,156,171
1139,PH034932000,Nari,2013,1864,6305,8169
1140,PH034909000,Nari,2013,208,164,372
1141,PH034928000,Nari,2013,637,2270,2907
1142,PH034924000,Nari,2013,98,636,734
1143,PH034908000,Nari,2013,143,206,349
1144,PH034930000,Nari,2013,89,1981,2070
1145,PH034919000,Nari,2013,229,1639,1868
1146,PH034902000,Nari,2013,37,647,684
1147,PH034926000,Nari,2013,16,436,452
1148,PH034903000,Nari,2013,840,2029,2869
1149,PH036907000,Nari,2013,552,5044,5596
1150,PH036908000,Nari,2013,36,103,139
1151,PH036906000,Nari,2013,94,330,424
1152,PH036915000,Nari,2013,9,246,255
1153,PH036909000,Nari,2013,6,0,6
1154,PH036910000,Nari,2013,2,6,8
1155,PH036905000,Nari,2013,46,2188,2234
1156,PH036912000,Nari,2013,0,9,9
1157,PH036911000,Nari,2013,11,154,165
1158,PH036918000,Nari,2013,58,310,368
1159,PH036902000,Nari,2013,48,315,363
1160,PH036904000,Nari,2013,134,931,1065
1161,PH036916000,Nari,2013,0,357,357
1162,PH012809000,Krosa,2013,2,50,52
1163,PH012804000,Krosa,2013,1,5,6
1164,PH012821000,Krosa,2013,1,21,22
1165,PH012815000,Krosa,2013,1,190,191
1166,PH012817000,Krosa,2013,0,299,299
1167,PH012813000,Krosa,2013,5,45,50
1168,PH012810000,Krosa,2013,1,8,9
1169,PH012806000,Krosa,2013,0,100,100
1170,PH012819000,Krosa,2013,0,15,15
1171,PH012811000,Krosa,2013,3,2,5
1172,PH012802000,Krosa,2013,6,34,40
1173,PH012823000,Krosa,2013,0,4,4
1174,PH012803000,Krosa,2013,0,1,1
1175,PH012816000,Krosa,2013,0,31,31
1176,PH012808000,Krosa,2013,0,5,5
1177,PH012812000,Krosa,2013,16,240,256
1178,PH021514000,Krosa,2013,19,341,360
1179,PH021525000,Krosa,2013,23,98,121
