Region,Province,Municipality_City,Mun_Code,Housing_Units,Strong Roof/Strong Wall,Strong Roof/Light Wall,Strong Roof/Salvage Wall,Light Roof/Strong Wall,Light Roof/Light Wall,Light Roof/Salvage Wall,Salvaged Roof/Strong Wall,Salvaged Roof/Light Wall,Salvaged Roof/Salvage Wall
Region VI (Western Visayas),Negros Occidental,City of Bacolod (Capital),PH184501000,126516,91096,27099,877,317,5266,108,58,189,493
Region VI (Western Visayas),Negros Occidental,City of Bago,PH184502000,39765,18619,14999,154,220,5381,47,7,30,116
Region VI (Western Visayas),Negros Occidental,Binalbagan,PH184503000,14823,7175,4883,18,158,2512,6,1,5,12
Region VI (Western Visayas),Negros Occidental,City of Cadiz,PH184504000,34947,15553,11279,162,455,7165,66,8,36,48
Region VI (Western Visayas),Negros Occidental,Calatrava,PH184505000,18380,4916,9679,163,58,3434,25,0,18,19
Region VI (Western Visayas),Negros Occidental,Candoni,PH184506000,4947,1448,2705,7,15,753,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Cauayan,PH184507000,22604,5399,5187,57,833,10924,74,11,27,60
Region VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),PH184508000,14180,8394,3572,35,118,1891,14,7,14,22
Region VI (Western Visayas),Negros Occidental,City of Escalante,PH184509000,21519,9723,8504,72,88,2904,13,5,38,92
Region VI (Western Visayas),Negros Occidental,City of Himamaylan,PH184510000,25229,10163,8271,37,235,6156,26,3,20,36
Region VI (Western Visayas),Negros Occidental,Hinigaran,PH184511000,20421,10167,4094,44,292,5427,40,1,28,176
Region VI (Western Visayas),Negros Occidental,Hinoba-An (Asia),PH184512000,12368,4711,2543,12,397,4654,10,2,2,3
Region VI (Western Visayas),Negros Occidental,Ilog,PH184513000,12698,4150,4082,7,266,4122,12,2,3,15
Region VI (Western Visayas),Negros Occidental,Isabela,PH184514000,13332,5188,5793,24,84,2121,19,1,3,1
Region VI (Western Visayas),Negros Occidental,City of Kabankalan,PH184515000,39841,12234,19660,169,197,6786,30,51,184,31
Region VI (Western Visayas),Negros Occidental,City of La Carlota,PH184516000,15375,9153,3865,21,105,2103,6,0,7,33
Region VI (Western Visayas),Negros Occidental,La Castellana,PH184517000,16740,6990,7446,59,63,1995,20,16,16,62
Region VI (Western Visayas),Negros Occidental,Manapla,PH184518000,12254,6983,3258,16,135,1761,6,3,8,5
Region VI (Western Visayas),Negros Occidental,Moises Padilla (Magallon),PH184519000,8841,2909,4683,4,17,1140,8,0,23,16
Region VI (Western Visayas),Negros Occidental,Murcia,PH184520000,18227,9131,6693,73,94,2118,3,2,14,11
Region VI (Western Visayas),Negros Occidental,Pontevedra,PH184521000,12008,6121,3152,18,107,2339,11,1,9,12
Region VI (Western Visayas),Negros Occidental,Pulupandan,PH184522000,6267,4041,1118,10,145,916,12,1,5,2
Region VI (Western Visayas),Negros Occidental,City of Sagay,PH184523000,33246,13791,12588,149,191,6177,37,6,35,114
Region VI (Western Visayas),Negros Occidental,City of San Carlos,PH184524000,30569,11089,14366,96,55,4506,14,3,28,54
Region VI (Western Visayas),Negros Occidental,San Enrique,PH184525000,5557,3161,1219,10,65,1023,7,0,3,61
Region VI (Western Visayas),Negros Occidental,City of Silay,PH184526000,28348,18815,6848,204,156,1841,23,15,54,72
Region VI (Western Visayas),Negros Occidental,City of Sipalay,PH184527000,14783,5349,4234,19,295,4781,12,1,2,26
Region VI (Western Visayas),Negros Occidental,City of Talisay,PH184528000,22840,14290,6616,34,56,1577,7,3,15,19
Region VI (Western Visayas),Negros Occidental,Toboso,PH184529000,9724,3214,5072,40,28,1321,0,1,3,13
Region VI (Western Visayas),Negros Occidental,Valladolid,PH184530000,8836,5436,1779,38,85,1429,12,0,4,22
Region VI (Western Visayas),Negros Occidental,City of Victorias,PH184531000,19063,11708,5112,189,101,1671,52,6,23,58
Region VI (Western Visayas),Negros Occidental,Salvador Benedicto,PH184532000,5862,1440,3875,8,6,475,0,0,2,0
Region VII (Central Visayas),Negros Oriental,Amlan (Ayuquitan),PH184601000,5524,2289,890,1,379,1950,1,0,1,3
Region VII (Central Visayas),Negros Oriental,Ayungon,PH184602000,10412,2579,3315,13,250,4217,13,0,1,5
Region VII (Central Visayas),Negros Oriental,Bacong,PH184603000,8255,5043,1168,6,239,1757,4,0,3,2
Region VII (Central Visayas),Negros Oriental,City of Bais,PH184604000,17577,6661,6889,56,225,3469,30,2,14,13
Region VII (Central Visayas),Negros Oriental,Basay,PH184605000,5914,1859,1491,2,257,2242,8,2,6,3
Region VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),PH184606000,25532,7508,11388,51,206,6103,37,3,20,55
Region VII (Central Visayas),Negros Oriental,Bindoy (Payabon),PH184607000,8673,1923,2868,12,144,3618,8,2,13,79
Region VII (Central Visayas),Negros Oriental,City of Canlaon,PH184608000,12624,5462,6165,99,22,762,7,0,10,17
Region VII (Central Visayas),Negros Oriental,Dauin,PH184609000,6500,3245,756,1,223,2243,2,3,3,6
Region VII (Central Visayas),Negros Oriental,City of Dumaguete (Capital),PH184610000,29262,21859,3890,42,564,2561,37,20,22,99
Region VII (Central Visayas),Negros Oriental,City of Guihulngan,PH184611000,22324,5673,9711,47,225,6486,41,2,43,36
Region VII (Central Visayas),Negros Oriental,Jimalalud,PH184612000,7100,1605,1360,4,119,3864,10,2,81,9
Region VII (Central Visayas),Negros Oriental,La Libertad,PH184613000,9138,1934,3271,18,143,3628,21,0,5,10
Region VII (Central Visayas),Negros Oriental,Mabinay,PH184614000,17645,4922,10371,231,43,1889,31,4,44,50
Region VII (Central Visayas),Negros Oriental,Manjuyod,PH184615000,9923,3855,2917,9,173,2848,6,0,25,4
Region VII (Central Visayas),Negros Oriental,Pamplona,PH184616000,8701,3372,2997,167,87,1810,56,5,29,165
Region VII (Central Visayas),Negros Oriental,San Jose,PH184617000,4583,2262,783,3,154,1366,2,1,1,4
Region VII (Central Visayas),Negros Oriental,Santa Catalina,PH184618000,16712,4533,5572,42,398,5849,52,0,20,40
Region VII (Central Visayas),Negros Oriental,Siaton,PH184619000,17820,5724,3925,14,462,7511,14,1,4,15
Region VII (Central Visayas),Negros Oriental,Sibulan,PH184620000,13886,7619,2050,25,576,3464,35,0,11,10
Region VII (Central Visayas),Negros Oriental,City of Tanjay,PH184621000,18281,8838,4544,7,517,4211,24,12,7,51
Region VII (Central Visayas),Negros Oriental,Tayasan,PH184622000,8447,1607,2802,7,82,3880,11,0,1,1
Region VII (Central Visayas),Negros Oriental,Valencia (Luzurriaga),PH184623000,7965,4783,1710,28,126,1206,9,1,15,9
Region VII (Central Visayas),Negros Oriental,Vallehermoso,PH184624000,8496,2819,3306,6,79,2136,10,2,4,29
Region VII (Central Visayas),Negros Oriental,Zamboanguita,PH184625000,6600,2789,941,1,169,2636,6,0,5,14
Region I (Ilocos Region),Ilocos Norte,Adams,PH012801000,411,250,150,0,1,10,0,0,0,0
Region I (Ilocos Region),Ilocos Norte,Bacarra,PH012802000,7717,7064,588,7,5,35,0,1,0,2
Region I (Ilocos Region),Ilocos Norte,Badoc,PH012803000,7155,5780,735,3,111,468,2,0,0,3
Region I (Ilocos Region),Ilocos Norte,Bangui,PH012804000,3534,3153,236,6,39,92,6,0,0,0
Region I (Ilocos Region),Ilocos Norte,City of Batac,PH012805000,12348,10691,1355,9,40,232,2,1,0,0
Region I (Ilocos Region),Ilocos Norte,Burgos,PH012806000,2352,1875,230,8,46,185,6,0,0,1
Region I (Ilocos Region),Ilocos Norte,Carasi,PH012807000,304,273,26,0,0,5,0,0,0,0
Region I (Ilocos Region),Ilocos Norte,Currimao,PH012808000,2658,2302,225,5,21,80,5,0,0,1
Region I (Ilocos Region),Ilocos Norte,Dingras,PH012809000,8394,7424,710,30,36,154,11,0,2,11
Region I (Ilocos Region),Ilocos Norte,Dumalneg,PH012810000,555,472,64,0,2,17,0,0,0,0
Region I (Ilocos Region),Ilocos Norte,Banna (Espiritu),PH012811000,4421,3672,504,1,18,218,3,0,1,0
Region I (Ilocos Region),Ilocos Norte,City of Laoag (Capital),PH012812000,23229,21610,1393,11,36,143,1,1,2,11
Region I (Ilocos Region),Ilocos Norte,Marcos,PH012813000,3919,3411,341,3,26,119,2,1,0,6
Region I (Ilocos Region),Ilocos Norte,Nueva Era,PH012814000,2038,1477,249,5,11,271,1,0,3,4
Region I (Ilocos Region),Ilocos Norte,Pagudpud,PH012815000,5427,3870,482,2,452,620,1,0,0,0
Region I (Ilocos Region),Ilocos Norte,Paoay,PH012816000,5436,4756,240,2,61,373,1,0,1,0
Region I (Ilocos Region),Ilocos Norte,Pasuquin,PH012817000,6441,5442,570,16,85,313,6,0,1,2
Region I (Ilocos Region),Ilocos Norte,Piddig,PH012818000,4866,4215,489,2,19,136,0,0,1,1
Region I (Ilocos Region),Ilocos Norte,Pinili,PH012819000,3812,3089,507,2,22,180,0,0,0,0
Region I (Ilocos Region),Ilocos Norte,San Nicolas,PH012820000,7846,7295,450,9,7,69,1,0,0,0
Region I (Ilocos Region),Ilocos Norte,Sarrat,PH012821000,5594,5140,387,0,11,42,0,0,0,0
Region I (Ilocos Region),Ilocos Norte,Solsona,PH012822000,5270,4746,383,7,10,99,0,0,0,1
Region I (Ilocos Region),Ilocos Norte,Vintar,PH012823000,7686,7034,552,8,11,64,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Alilem,PH012901000,1475,1226,222,1,0,14,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Banayoyo,PH012902000,1780,1420,321,0,0,25,1,0,2,0
Region I (Ilocos Region),Ilocos Sur,Bantay,PH012903000,7712,7158,465,14,5,51,0,0,1,5
Region I (Ilocos Region),Ilocos Sur,Burgos,PH012904000,2740,2005,671,5,0,41,0,0,1,1
Region I (Ilocos Region),Ilocos Sur,Cabugao,PH012905000,7894,6471,1059,6,32,254,2,0,3,4
Region I (Ilocos Region),Ilocos Sur,City of Candon,PH012906000,13414,11116,2076,14,3,147,0,1,4,5
Region I (Ilocos Region),Ilocos Sur,Caoayan,PH012907000,4318,3764,457,2,13,76,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Cervantes,PH012908000,3671,2873,535,5,17,113,2,0,0,0
Region I (Ilocos Region),Ilocos Sur,Galimuyod,PH012909000,2313,1763,510,2,0,23,2,0,0,0
Region I (Ilocos Region),Ilocos Sur,Gregorio Del Pilar (Concepcion),PH012910000,905,695,206,1,1,2,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Lidlidda,PH012911000,996,785,199,1,1,6,0,0,0,1
Region I (Ilocos Region),Ilocos Sur,Magsingal,PH012912000,7166,5633,834,10,62,544,4,21,28,18
Region I (Ilocos Region),Ilocos Sur,Nagbukel,PH012913000,1182,909,254,0,2,17,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Narvacan,PH012914000,9605,8163,1103,15,18,262,1,1,5,2
Region I (Ilocos Region),Ilocos Sur,Quirino (Angkaki),PH012915000,1824,1460,301,0,2,17,0,0,1,0
Region I (Ilocos Region),Ilocos Sur,Salcedo (Baugen),PH012916000,2650,2011,603,0,0,31,1,0,0,0
Region I (Ilocos Region),Ilocos Sur,San Emilio,PH012917000,1530,1013,503,1,1,9,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,San Esteban,PH012918000,1884,1537,324,1,0,17,1,0,0,1
Region I (Ilocos Region),Ilocos Sur,San Ildefonso,PH012919000,1697,1577,77,0,6,35,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,San Juan (Lapog),PH012920000,6151,5088,860,11,15,157,2,1,2,0
Region I (Ilocos Region),Ilocos Sur,San Vicente,PH012921000,2761,2542,138,12,11,44,3,0,1,6
Region I (Ilocos Region),Ilocos Sur,Santa,PH012922000,3412,3191,153,5,5,35,2,0,0,4
Region I (Ilocos Region),Ilocos Sur,Santa Catalina,PH012923000,2765,2647,70,3,16,28,0,0,1,0
Region I (Ilocos Region),Ilocos Sur,Santa Cruz,PH012924000,8851,6714,1714,5,19,351,1,0,0,0
Region I (Ilocos Region),Ilocos Sur,Santa Lucia,PH012925000,5795,4709,510,4,63,491,0,1,1,3
Region I (Ilocos Region),Ilocos Sur,Santa Maria,PH012926000,6648,5700,779,7,7,144,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Santiago,PH012927000,4295,3547,544,43,2,115,2,0,1,25
Region I (Ilocos Region),Ilocos Sur,Santo Domingo,PH012928000,6475,5816,394,9,19,229,1,1,0,0
Region I (Ilocos Region),Ilocos Sur,Sigay,PH012929000,513,264,247,0,0,1,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Sinait,PH012930000,5872,4744,736,3,46,319,5,0,2,3
Region I (Ilocos Region),Ilocos Sur,Sugpon,PH012931000,849,535,220,1,4,84,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Suyo,PH012932000,2497,1765,588,0,4,86,0,0,0,0
Region I (Ilocos Region),Ilocos Sur,Tagudin,PH012933000,8492,6753,1387,7,19,175,3,0,2,4
Region I (Ilocos Region),Ilocos Sur,City of Vigan (Capital),PH012934000,11106,10170,705,28,28,138,1,1,1,7
Region I (Ilocos Region),La Union,Agoo,PH013301000,13404,11329,1798,30,22,154,1,0,2,6
Region I (Ilocos Region),La Union,Aringay,PH013302000,10621,7849,2477,40,13,152,3,2,8,31
Region I (Ilocos Region),La Union,Bacnotan,PH013303000,9692,7965,1498,22,10,173,0,0,0,0
Region I (Ilocos Region),La Union,Bagulin,PH013304000,2966,2375,549,0,1,10,0,0,0,0
Region I (Ilocos Region),La Union,Balaoan,PH013305000,8697,7044,1413,31,9,114,2,0,0,4
Region I (Ilocos Region),La Union,Bangar,PH013306000,7628,6093,1278,38,8,147,1,0,1,3
Region I (Ilocos Region),La Union,Bauang,PH013307000,16577,13213,2722,154,37,243,10,4,14,18
Region I (Ilocos Region),La Union,Burgos,PH013308000,1747,1433,285,0,1,23,0,0,0,0
Region I (Ilocos Region),La Union,Caba,PH013309000,5070,3659,1249,42,1,59,2,0,0,0
Region I (Ilocos Region),La Union,Luna,PH013310000,8189,6851,1074,10,16,196,1,0,3,2
Region I (Ilocos Region),La Union,Naguilian,PH013311000,11874,9415,2075,27,18,211,2,0,1,1
Region I (Ilocos Region),La Union,Pugo,PH013312000,4347,3687,518,11,5,80,0,0,1,0
Region I (Ilocos Region),La Union,Rosario,PH013313000,12009,9934,1734,47,17,146,1,3,6,11
Region I (Ilocos Region),La Union,City of San Fernando (Capital),PH013314000,27912,23780,3802,69,4,92,0,1,5,31
Region I (Ilocos Region),La Union,San Gabriel,PH013315000,3877,2794,980,19,2,47,0,0,2,7
Region I (Ilocos Region),La Union,San Juan,PH013316000,8462,6746,1458,16,16,158,0,0,3,11
Region I (Ilocos Region),La Union,Santo Tomas,PH013317000,8114,6194,1601,96,12,139,7,2,7,28
Region I (Ilocos Region),La Union,Santol,PH013318000,2780,1884,819,2,0,56,0,0,0,0
Region I (Ilocos Region),La Union,Sudipen,PH013319000,3758,2890,720,0,6,120,0,0,2,1
Region I (Ilocos Region),La Union,Tubao,PH013320000,6372,5051,1013,27,10,162,0,1,7,5
Region I (Ilocos Region),Pangasinan,Agno,PH015501000,6593,3927,1514,13,44,1028,5,0,1,5
Region I (Ilocos Region),Pangasinan,Aguilar,PH015502000,8591,6459,1390,24,58,610,2,1,0,11
Region I (Ilocos Region),Pangasinan,City of Alaminos,PH015503000,21410,15644,3860,57,171,1503,18,11,14,40
Region I (Ilocos Region),Pangasinan,Alcala,PH015504000,10057,7712,1697,36,23,446,6,0,8,5
Region I (Ilocos Region),Pangasinan,Anda,PH015505000,9321,5412,3269,35,16,489,16,0,9,19
Region I (Ilocos Region),Pangasinan,Asingan,PH015506000,13064,10782,1624,15,58,502,2,0,2,8
Region I (Ilocos Region),Pangasinan,Balungao,PH015507000,6891,5251,1225,11,18,342,2,0,3,4
Region I (Ilocos Region),Pangasinan,Bani,PH015508000,12225,7938,2815,47,51,1280,13,5,6,27
Region I (Ilocos Region),Pangasinan,Basista,PH015509000,6885,5353,1097,10,57,295,1,0,0,9
Region I (Ilocos Region),Pangasinan,Bautista,PH015510000,6860,5191,1373,10,26,166,5,3,11,3
Region I (Ilocos Region),Pangasinan,Bayambang,PH015511000,25004,18295,5030,95,135,1167,9,20,12,33
Region I (Ilocos Region),Pangasinan,Binalonan,PH015512000,12655,10612,1426,55,32,425,6,1,2,23
Region I (Ilocos Region),Pangasinan,Binmaley,PH015513000,18204,12864,3251,128,209,1603,31,8,9,41
Region I (Ilocos Region),Pangasinan,Bolinao,PH015514000,17601,11391,4325,259,70,1156,51,8,24,89
Region I (Ilocos Region),Pangasinan,Bugallon,PH015515000,14276,10124,1744,95,181,1962,77,2,3,33
Region I (Ilocos Region),Pangasinan,Burgos,PH015516000,4768,3082,941,4,14,697,2,0,0,9
Region I (Ilocos Region),Pangasinan,Calasiao,PH015517000,21504,17361,2877,120,117,725,17,2,12,48
Region I (Ilocos Region),Pangasinan,City of Dagupan,PH015518000,35748,26325,7359,186,100,1398,20,11,18,72
Region I (Ilocos Region),Pangasinan,Dasol,PH015519000,6677,4100,1145,15,55,1243,10,1,3,28
Region I (Ilocos Region),Pangasinan,Infanta,PH015520000,5584,3410,866,14,96,1054,8,1,4,4
Region I (Ilocos Region),Pangasinan,Labrador,PH015521000,5473,4055,836,15,37,429,3,2,3,28
Region I (Ilocos Region),Pangasinan,Lingayen (Capital),PH015522000,21235,14825,2749,69,286,2979,58,48,27,65
Region I (Ilocos Region),Pangasinan,Mabini,PH015523000,5856,3477,1352,42,27,880,6,6,34,9
Region I (Ilocos Region),Pangasinan,Malasiqui,PH015524000,28609,21371,5552,57,101,1210,7,11,14,68
Region I (Ilocos Region),Pangasinan,Manaoag,PH015525000,14633,11412,2375,47,36,521,2,2,4,24
Region I (Ilocos Region),Pangasinan,Mangaldan,PH015526000,22611,18448,2523,64,143,1278,6,2,4,32
Region I (Ilocos Region),Pangasinan,Mangatarem,PH015527000,16231,11510,2942,32,86,1335,10,14,12,15
Region I (Ilocos Region),Pangasinan,Mapandan,PH015528000,7596,6737,646,12,25,140,3,0,2,4
Region I (Ilocos Region),Pangasinan,Natividad,PH015529000,5690,4538,649,2,60,367,0,2,0,0
Region I (Ilocos Region),Pangasinan,Pozorrubio,PH015530000,15789,13233,1716,106,51,514,7,1,10,26
Region I (Ilocos Region),Pangasinan,Rosales,PH015531000,14365,11912,1934,23,38,349,0,1,2,3
Region I (Ilocos Region),Pangasinan,City of San Carlos,PH015532000,40867,31382,4993,190,288,3373,48,18,51,190
Region I (Ilocos Region),Pangasinan,San Fabian,PH015533000,18991,13929,3561,161,120,905,39,7,11,39
Region I (Ilocos Region),Pangasinan,San Jacinto,PH015534000,8983,7057,1281,10,100,404,4,2,1,7
Region I (Ilocos Region),Pangasinan,San Manuel,PH015535000,11622,9508,1235,51,41,709,4,5,8,25
Region I (Ilocos Region),Pangasinan,San Nicolas,PH015536000,8133,6335,1133,5,34,585,0,2,0,5
Region I (Ilocos Region),Pangasinan,San Quintin,PH015537000,8002,6283,918,14,74,639,1,2,2,1
Region I (Ilocos Region),Pangasinan,Santa Barbara,PH015538000,18206,14819,2408,111,92,592,10,2,5,10
Region I (Ilocos Region),Pangasinan,Santa Maria,PH015539000,7371,6370,753,24,20,147,1,0,2,5
Region I (Ilocos Region),Pangasinan,Santo Tomas,PH015540000,3338,2869,305,9,12,46,2,0,2,4
Region I (Ilocos Region),Pangasinan,Sison,PH015541000,10532,9058,988,32,56,333,3,2,6,14
Region I (Ilocos Region),Pangasinan,Sual,PH015542000,7817,4908,1741,30,69,973,11,0,5,7
Region I (Ilocos Region),Pangasinan,Tayug,PH015543000,9837,7947,1373,34,24,361,4,1,6,21
Region I (Ilocos Region),Pangasinan,Umingan,PH015544000,16983,12461,1892,13,227,2270,7,1,7,12
Region I (Ilocos Region),Pangasinan,Urbiztondo,PH015545000,10418,7245,2049,23,70,903,3,1,6,10
Region I (Ilocos Region),Pangasinan,City of Urdaneta,PH015546000,29630,24137,4102,73,101,958,10,2,9,18
Region I (Ilocos Region),Pangasinan,Villasis,PH015547000,14350,11542,1931,30,55,675,4,0,5,14
Region I (Ilocos Region),Pangasinan,Laoac,PH015548000,7154,5976,834,9,27,239,1,0,6,15
Region II (Cagayan Valley),Batanes,Basco (Capital),PH020901000,2309,2266,10,0,2,2,0,0,0,0
Region II (Cagayan Valley),Batanes,Itbayat,PH020902000,828,512,165,0,40,110,0,0,0,0
Region II (Cagayan Valley),Batanes,Ivana,PH020903000,357,328,0,0,27,2,0,0,0,0
Region II (Cagayan Valley),Batanes,Mahatao,PH020904000,443,410,3,0,6,20,0,0,0,0
Region II (Cagayan Valley),Batanes,Sabtang,PH020905000,418,256,0,0,135,13,0,0,0,0
Region II (Cagayan Valley),Batanes,Uyugan,PH020906000,354,328,0,0,25,1,0,0,0,0
Region II (Cagayan Valley),Cagayan,Abulug,PH021501000,7375,5356,694,0,211,1106,1,1,0,2
Region II (Cagayan Valley),Cagayan,Alcala,PH021502000,9163,6555,2329,7,14,226,1,1,4,1
Region II (Cagayan Valley),Cagayan,Allacapan,PH021503000,7535,4156,2719,5,15,618,4,0,3,8
Region II (Cagayan Valley),Cagayan,Amulung,PH021504000,10616,6516,3441,13,24,555,4,0,0,3
Region II (Cagayan Valley),Cagayan,Aparri,PH021505000,13825,10017,2071,44,213,1445,14,2,8,6
Region II (Cagayan Valley),Cagayan,Baggao,PH021506000,19282,11990,6492,39,15,646,1,1,5,4
Region II (Cagayan Valley),Cagayan,Ballesteros,PH021507000,7973,5389,1052,1,165,1354,0,1,0,0
Region II (Cagayan Valley),Cagayan,Buguey,PH021508000,6689,4489,934,1,216,1042,1,0,2,0
Region II (Cagayan Valley),Cagayan,Calayan,PH021509000,3883,1373,769,0,161,1580,0,0,0,0
Region II (Cagayan Valley),Cagayan,Camalaniugan,PH021510000,5383,3823,1350,3,17,184,3,0,0,2
Region II (Cagayan Valley),Cagayan,Claveria,PH021511000,6956,5162,421,0,630,735,2,0,2,4
Region II (Cagayan Valley),Cagayan,Enrile,PH021512000,7537,6122,583,1,62,759,0,0,0,2
Region II (Cagayan Valley),Cagayan,Gattaran,PH021513000,12549,9037,2920,7,17,530,5,0,2,1
Region II (Cagayan Valley),Cagayan,Gonzaga,PH021514000,8502,6785,1278,17,32,347,15,0,3,16
Region II (Cagayan Valley),Cagayan,Iguig,PH021515000,6070,4858,957,4,14,211,3,1,3,2
Region II (Cagayan Valley),Cagayan,Lal-Lo,PH021516000,10143,7629,2115,11,25,324,17,0,6,3
Region II (Cagayan Valley),Cagayan,Lasam,PH021517000,8862,6289,2296,7,3,220,22,0,3,4
Region II (Cagayan Valley),Cagayan,Pamplona,PH021518000,5074,2961,690,2,221,1193,5,0,1,1
Region II (Cagayan Valley),Cagayan,Pe̱ablanca,PH021519000,10681,7555,2707,45,12,332,5,1,0,4
Region II (Cagayan Valley),Cagayan,Piat,PH021520000,5515,3802,1334,3,30,329,2,0,2,2
Region II (Cagayan Valley),Cagayan,Rizal,PH021521000,4033,2052,1167,11,17,741,15,0,10,12
Region II (Cagayan Valley),Cagayan,Sanchez-Mira,PH021522000,5594,4115,239,5,470,733,25,2,1,2
Region II (Cagayan Valley),Cagayan,Santa Ana,PH021523000,7723,5498,1291,14,64,821,5,2,9,7
Region II (Cagayan Valley),Cagayan,Santa Praxedes,PH021524000,980,632,46,0,74,219,7,0,0,0
Region II (Cagayan Valley),Cagayan,Santa Teresita,PH021525000,4282,3253,671,4,29,284,1,3,2,2
Region II (Cagayan Valley),Cagayan,Santo Ni̱o (Faire),PH021526000,6439,3434,2600,6,12,343,1,0,6,2
Region II (Cagayan Valley),Cagayan,Solana,PH021527000,18594,13495,2884,28,143,1979,24,2,8,6
Region II (Cagayan Valley),Cagayan,Tuao,PH021528000,13540,10102,2432,109,34,763,14,4,27,17
Region II (Cagayan Valley),Cagayan,Tuguegarao City (Capital),PH021529000,32674,29886,2177,30,58,458,6,17,10,14
Region II (Cagayan Valley),Isabela,Alicia,PH023101000,16888,13805,2435,90,40,333,5,3,5,27
Region II (Cagayan Valley),Isabela,Angadanan,PH023102000,9834,7432,1807,14,26,489,0,0,1,4
Region II (Cagayan Valley),Isabela,Aurora,PH023103000,8434,7093,1022,18,14,178,1,2,25,9
Region II (Cagayan Valley),Isabela,Benito Soliven,PH023104000,6858,4419,2159,8,11,207,1,1,0,2
Region II (Cagayan Valley),Isabela,Burgos,PH023105000,5672,4618,725,11,28,251,5,1,7,0
Region II (Cagayan Valley),Isabela,Cabagan,PH023106000,9866,7777,1565,4,26,443,1,1,7,4
Region II (Cagayan Valley),Isabela,Cabatuan,PH023107000,9036,8032,650,21,18,271,6,0,3,7
Region II (Cagayan Valley),Isabela,City of Cauayan,PH023108000,30207,24579,4468,64,68,835,10,2,10,38
Region II (Cagayan Valley),Isabela,Cordon,PH023109000,10264,8137,1299,8,84,687,2,0,3,0
Region II (Cagayan Valley),Isabela,Dinapigue,PH023110000,1229,631,367,2,6,181,3,1,22,2
Region II (Cagayan Valley),Isabela,Divilacan,PH023111000,1260,397,657,1,0,182,1,0,0,2
Region II (Cagayan Valley),Isabela,Echague,PH023112000,18536,14509,2527,16,63,1363,6,4,2,2
Region II (Cagayan Valley),Isabela,Gamu,PH023113000,6666,5676,638,4,52,278,0,0,2,0
Region II (Cagayan Valley),Isabela,City of Ilagan (Capital),PH023114000,33887,28614,4298,69,89,636,18,2,7,21
Region II (Cagayan Valley),Isabela,Jones,PH023115000,10543,7756,2151,47,16,450,16,2,10,27
Region II (Cagayan Valley),Isabela,Luna,PH023116000,4486,4017,353,12,4,63,4,1,5,3
Region II (Cagayan Valley),Isabela,Maconacon,PH023117000,935,338,518,1,1,73,0,0,3,0
Region II (Cagayan Valley),Isabela,Delfin Albano (Magsaysay),PH023118000,6554,5416,622,2,44,430,1,1,0,0
Region II (Cagayan Valley),Isabela,Mallig,PH023119000,7588,5442,1035,48,138,883,11,3,11,10
Region II (Cagayan Valley),Isabela,Naguilian,PH023120000,7299,5510,1222,0,41,506,1,0,0,1
Region II (Cagayan Valley),Isabela,Palanan,PH023121000,3818,1116,1876,1,15,763,2,0,5,6
Region II (Cagayan Valley),Isabela,Quezon,PH023122000,5872,4082,722,3,127,920,2,0,1,1
Region II (Cagayan Valley),Isabela,Quirino,PH023123000,6258,5087,541,2,105,512,4,0,2,0
Region II (Cagayan Valley),Isabela,Ramon,PH023124000,13040,10728,1405,23,70,737,6,1,6,5
Region II (Cagayan Valley),Isabela,Reina Mercedes,PH023125000,5828,5014,545,12,22,167,1,3,6,27
Region II (Cagayan Valley),Isabela,Roxas,PH023126000,14149,11299,1812,118,75,635,32,2,21,55
Region II (Cagayan Valley),Isabela,San Agustin,PH023127000,5377,4487,779,5,4,92,1,0,3,1
Region II (Cagayan Valley),Isabela,San Guillermo,PH023128000,4595,2150,2166,0,2,257,1,0,3,0
Region II (Cagayan Valley),Isabela,San Isidro,PH023129000,5545,4458,855,16,21,166,2,0,1,3
Region II (Cagayan Valley),Isabela,San Manuel,PH023130000,7534,5832,1045,52,40,465,23,3,2,25
Region II (Cagayan Valley),Isabela,San Mariano,PH023131000,11849,6791,3665,26,45,1156,16,0,12,47
Region II (Cagayan Valley),Isabela,San Mateo,PH023132000,15353,13626,1310,19,55,287,4,2,3,8
Region II (Cagayan Valley),Isabela,San Pablo,PH023133000,5072,4203,609,29,7,185,2,0,1,5
Region II (Cagayan Valley),Isabela,Santa Maria,PH023134000,4844,3360,648,5,82,687,2,0,0,5
Region II (Cagayan Valley),Isabela,City of Santiago,PH023135000,30158,24782,4070,170,69,620,25,8,29,174
Region II (Cagayan Valley),Isabela,Santo Tomas,PH023136000,4903,3656,883,5,36,281,1,1,1,1
